customer_id,first_name,last_name,gender,age,dob,email,phone_number,is_churned,days_since_last_purchase,tenure,discount_used,last_purchase_date,purchase_frequency,avg_purchase_value
209,Gerald,Becker,Other,51,1973-03-13,mooreannette@gmail.com,484.732.0158x394,0,1092,2,1,2024-05-21,40,448.46
210,Jennifer,Thornton,Male,63,1961-08-14,patricia83@west-flores.biz,3251974558,1,1022,4,0,2023-05-26,50,352.68
211,Sherri,Allen,Female,57,1967-04-13,hartjames@barrett-jensen.com,349-167-7176,1,1398,3,1,2023-05-07,37,117.38
212,Daniel,Rice,Female,70,1954-10-29,jeffbrown@jefferson.com,001-671-054-7878x74223,0,772,10,0,2020-02-03,30,29.03
213,Cassandra,Wilson,Male,18,2006-07-21,amanda90@hurley-gibson.com,424.103.0076,1,1086,4,1,2021-05-23,44,204.1
214,Cynthia,Lynch,Female,54,1971-01-25,mirandabeasley@keith.com,+1-491-049-3219x12767,1,84,10,0,2023-04-19,41,107.1
215,Angelica,Middleton,Other,54,1970-07-19,ghines@kelly.org,+1-458-328-5456,1,1294,1,0,2022-06-14,21,458.15
216,Michael,Norman,Female,25,1999-09-05,hmartin@clark.com,(084)301-2070,1,1476,7,1,2021-11-15,16,381.81
217,Scott,Donovan,Other,64,1960-03-28,sarawilliams@hotmail.com,(248)877-7118x243,1,382,1,0,2020-05-19,20,328.42
218,Arthur,Delgado,Other,64,1960-12-27,zjohnson@yahoo.com,800-607-7702x6349,0,819,2,1,2022-12-15,48,251.91
219,Kayla,Smith,Female,35,1989-07-11,calderonkristina@lawson.com,228.271.3831,0,2,1,1,2024-01-04,30,81.54
220,William,Rodriguez,Male,52,1973-02-03,clarkpeter@powell-kerr.biz,627.342.3529x70556,1,153,6,0,2024-11-16,47,313.4
221,Emily,Robinson,Male,26,1998-07-12,teresa45@garcia-faulkner.com,(274)886-2295x3353,0,802,9,1,2021-01-20,44,248.76
222,Tracy,Davis,Male,28,1997-01-17,melanie58@lewis.com,663.614.9704,1,757,5,0,2021-02-09,6,251.39
223,Michael,Miller,Female,32,1992-06-03,phillipelliott@yahoo.com,756-135-0076x197,0,1367,3,0,2021-04-04,49,150.61
224,Christopher,Kerr,Female,60,1964-08-04,elizabeth43@gmail.com,001-229-938-1244x4281,1,274,10,0,2024-10-28,8,188.81
225,Lisa,Wilson,Other,20,2004-08-09,ldominguez@williams-hall.com,(827)546-9327x07205,1,1742,1,0,2020-09-02,30,110.37
226,Angela,Murray,Female,39,1985-04-09,brownjay@hayden.com,742-332-0731x4433,1,1614,9,0,2020-10-13,33,21.3
227,James,Wright,Other,56,1969-02-05,rodriguezallison@walker-bautista.com,+1-749-247-2936,1,204,5,1,2021-09-27,24,282.17
228,John,Bernard,Male,23,2001-03-04,sheila26@hampton.com,871-696-0153x8253,0,1181,1,0,2022-01-12,26,336.09
229,Jared,Porter,Other,21,2003-06-07,monica93@gmail.com,9713279290,1,706,1,0,2023-08-26,19,67.05
230,Andrew,Tapia,Male,54,1970-12-22,sandersblake@curry-wood.com,062.327.0865,0,1034,3,0,2024-10-01,27,497.09
231,Tracey,Mcclure,Female,30,1994-03-02,joyce04@yahoo.com,038-148-6042,0,813,7,1,2023-11-29,17,483.02
232,Elizabeth,Giles,Female,29,1995-06-26,thomasweaver@yahoo.com,(457)865-5839x002,0,1316,4,0,2023-07-17,26,291.65
233,Jonathan,Gray,Female,32,1992-04-01,iwells@yahoo.com,(980)033-6097x04524,0,636,6,0,2023-09-14,44,30.76
234,Jason,Collins,Other,50,1974-10-01,megan81@yahoo.com,540.038.1737x69835,0,1689,7,1,2024-12-20,39,467.33
235,Bradley,Hernandez,Other,31,1993-09-11,daniellestewart@bennett.biz,(336)766-0447,1,566,3,1,2023-05-31,14,497.84
236,Andrew,Lewis,Other,30,1994-07-18,donnalee@ochoa-castro.info,(335)570-5292x7363,1,1498,4,1,2024-03-23,35,286.12
237,Ian,Eaton,Other,67,1957-11-10,robinmurray@guzman.com,+1-322-560-7050,1,1483,1,0,2020-04-01,7,143.13
238,Sydney,Mckinney,Female,61,1963-05-13,trevinojuan@gmail.com,202.659.4346,0,189,1,0,2025-02-03,21,123.46
239,Joshua,Taylor,Male,29,1996-02-11,carrie11@hotmail.com,001-214-909-4560x4406,1,688,5,0,2021-07-19,49,407.01
240,Billy,Nelson,Female,18,2006-05-24,nicole50@hotmail.com,+1-822-580-0920x04027,0,306,7,1,2022-04-01,12,291.26
241,Victoria,Campbell,Other,59,1966-02-02,christine88@duncan.biz,001-831-568-3059x4491,0,598,6,0,2024-03-16,6,34.24
242,Lawrence,Nixon,Other,58,1966-10-12,lmoreno@hotmail.com,(157)403-1633,1,1693,9,1,2023-12-16,11,285.01
243,Antonio,Hall,Other,20,2004-07-14,jason11@hotmail.com,8633352209,0,404,7,0,2020-01-11,1,104.64
244,Shane,Morris,Male,52,1972-08-30,adam83@yahoo.com,001-369-535-6015,1,988,5,1,2023-01-11,30,111.36
245,Raymond,Mclaughlin,Female,20,2005-02-20,clarkronald@yahoo.com,987.323.1574x23567,0,233,7,0,2020-05-18,21,53.35
246,Michael,Carrillo,Other,64,1960-04-26,whiterobert@romero.com,+1-728-963-7182x315,1,1788,1,0,2022-08-05,37,194.78
247,Loretta,Hinton,Other,22,2002-03-12,paulvance@baker.org,+1-516-565-6969x0822,0,991,6,1,2021-03-30,42,297.96
248,Thomas,Mason,Male,26,1998-06-23,deanperez@hotmail.com,001-199-695-1513,1,247,10,0,2020-09-15,6,333.41
249,Shannon,Henry,Male,65,1960-02-11,brucebrown@yahoo.com,519-638-4048,1,1323,10,1,2023-05-04,4,309.08
250,Matthew,Bishop,Male,52,1972-10-19,brandongrant@kramer.info,902.457.2724,1,1633,8,1,2023-06-12,2,353.99
251,Calvin,Newman,Female,40,1984-05-21,meganperez@yahoo.com,565.666.7771x0705,1,1728,10,0,2022-08-10,4,127.11
252,Crystal,Santiago,Other,67,1957-05-21,tanya84@stevenson.net,336.664.9507x857,0,1112,4,1,2023-12-23,18,246.84
253,Timothy,Greer,Male,66,1959-01-27,martinezbrittany@yahoo.com,001-662-331-3127x83014,1,1706,2,1,2022-03-03,26,273.57
254,Sherri,Manning,Male,40,1984-06-28,thernandez@yahoo.com,+1-278-078-4900,0,1666,9,1,2023-08-29,50,457.54
255,Susan,Middleton,Male,27,1997-08-02,parsonscindy@yahoo.com,001-100-112-2281x6937,0,386,10,0,2021-07-16,2,99.49
256,Wanda,Clark,Female,43,1981-08-02,corteztanya@gmail.com,001-500-346-2697x71311,1,1688,7,0,2022-10-02,41,309.91
257,Jeanette,Chambers,Male,47,1977-07-16,lramirez@gmail.com,001-847-039-3801x361,0,49,2,0,2020-08-04,31,256.33
258,Jonathan,Russell,Female,22,2002-10-11,geraldcastro@mosley.com,661-041-4070x466,0,386,6,1,2021-04-06,42,165.9
259,Brenda,Charles,Other,27,1997-12-23,stewartjennifer@cabrera-johnston.org,636-526-9741x7033,1,625,9,1,2024-11-08,46,109.3
260,Margaret,Wood,Other,61,1963-11-12,gmack@green.com,+1-688-120-3260,1,970,1,1,2024-09-25,43,423.66
261,Nancy,Pruitt,Female,46,1978-05-17,jamesreyes@jones.net,540-418-0452x42017,1,872,7,0,2023-12-21,48,318.64
262,Jessica,Owen,Female,30,1994-03-20,bushrobert@gmail.com,001-274-925-7204x6338,0,657,2,1,2021-08-02,4,100.73
263,Joshua,Williams,Male,30,1994-12-15,pknapp@yahoo.com,+1-489-275-5694,0,561,3,1,2024-05-14,46,295.17
264,Gabriella,Welch,Other,20,2005-01-25,carrie56@walton-curtis.biz,(337)363-2651x736,0,78,7,1,2024-08-12,6,342.84
265,Sandra,Powell,Other,58,1966-04-08,kellyalvarado@gmail.com,+1-134-333-8870,1,1302,8,0,2024-09-10,15,23.35
266,Gail,Walker,Other,24,2000-03-11,sellis@peters-riggs.com,+1-175-725-4590,1,1689,9,0,2024-11-26,14,149.53
267,James,Phelps,Other,46,1978-12-04,urussell@yahoo.com,805-271-3695,0,114,5,0,2020-01-01,17,460.49
268,Wesley,Rice,Female,33,1991-12-22,wupaul@yahoo.com,364-869-9690,1,1819,7,1,2024-03-29,22,253.78
269,Michael,Jones,Female,26,1999-02-02,johnflores@chapman.com,(769)417-0824x42698,0,1507,7,0,2023-05-08,16,429.27
270,Stephanie,Lee,Other,55,1969-11-07,susan19@gmail.com,260.352.5728x49841,1,1698,9,0,2022-07-13,40,275.73
271,Beth,Floyd,Other,18,2006-09-23,lisasmith@rivas.org,677.746.9234x6557,0,1558,4,0,2022-04-28,12,179.75
272,Austin,Spence,Female,44,1981-02-16,barnetterika@underwood.com,+1-062-734-3548,1,336,10,1,2021-05-24,7,341.15
273,Jill,Edwards,Other,42,1982-09-21,robert55@shaw-perez.com,(606)989-5312x1413,0,1676,4,1,2024-05-28,47,238.23
274,Joshua,Olsen,Female,66,1958-09-02,michael34@gmail.com,641.956.9663x1862,1,708,6,0,2022-09-06,7,384.04
275,Nicole,Coleman,Male,45,1979-08-06,christine71@hernandez.com,(639)743-4604x262,1,1682,10,1,2020-02-03,4,118.76
276,Andrew,Valdez,Other,63,1961-12-31,joseph16@beard.com,985-278-0055,1,782,2,1,2022-03-16,26,352.41
277,David,Sanchez,Male,68,1957-01-10,rachelrios@matthews-lawrence.org,603.658.2540x5998,0,1118,1,0,2023-06-26,31,257.43
278,Brian,Foster,Male,51,1973-11-04,ncooper@brown.net,(509)258-8441,1,1790,1,1,2025-01-11,49,411.39
279,Christopher,Guerrero,Male,31,1993-05-01,rebeccareyes@bishop.biz,+1-974-206-0822,0,1001,8,0,2022-05-15,9,66.58
280,Eric,Miller,Female,29,1995-10-25,christophermoran@hotmail.com,460.945.6653x70845,1,1065,4,0,2022-07-09,41,250.59
281,Sabrina,Jones,Male,39,1985-05-07,usimmons@stafford.com,(548)162-3216x66564,1,520,3,0,2020-12-11,5,52.24
282,Christina,Todd,Male,66,1958-09-13,charles08@yahoo.com,001-110-307-6314x40822,1,1310,6,0,2023-11-27,30,419.86
283,Andrea,Harris,Female,38,1986-06-20,allisonpeterson@hunt.info,+1-063-200-6120x365,1,1636,8,0,2022-11-10,25,86.16
284,Brandon,Estrada,Female,50,1975-02-07,debrahill@gmail.com,610.205.2745x1136,1,902,6,0,2020-04-20,15,294.99
285,John,Mullen,Other,58,1966-09-28,igriffith@hotmail.com,001-160-209-4971x162,0,685,1,0,2022-02-06,5,389.03
286,Amanda,Hill,Male,54,1970-06-25,chrislin@cantrell-payne.biz,937.971.5788x35375,0,866,7,0,2020-06-17,27,196.23
287,Robert,Arnold,Other,36,1988-10-11,uwatson@reyes-bowen.biz,414-070-7044x99575,0,1023,1,0,2020-04-07,49,169.41
288,Hunter,Martin,Other,35,1989-11-16,ashleyjones@wagner-white.com,(310)280-5247x67466,0,1132,9,0,2022-01-25,2,168.52
289,Megan,Donovan,Male,58,1966-03-18,ojimenez@perez.net,539.990.5170,0,662,10,1,2025-01-19,44,97.18
290,David,Gross,Male,38,1986-08-01,collinsalicia@gmail.com,(294)710-0966x96847,1,816,9,0,2023-07-13,44,324.14
291,Amanda,Davis,Other,44,1981-01-20,dawn22@mann.org,(016)184-9986x782,1,1082,5,1,2020-08-11,23,338.14
292,Daniel,Mendoza,Other,25,1999-09-30,shannon15@hotmail.com,070-779-6233x05651,0,667,1,0,2024-06-22,42,288.17
293,Don,Williams,Other,64,1960-08-04,michael82@johnson.net,(748)296-9120,1,1543,10,1,2023-11-19,7,195.2
294,Marcus,Cain,Female,28,1996-07-12,ytaylor@robinson.com,(024)675-3162x3547,1,940,6,0,2024-12-19,37,183.56
295,Benjamin,Rush,Female,43,1981-12-11,ycastillo@king.com,941-897-8049x7033,1,141,10,0,2024-10-28,26,145.38
296,Mark,Choi,Male,41,1983-06-20,ronaldcisneros@hotmail.com,620-941-7128,1,1514,9,1,2022-07-29,45,10.14
297,Kimberly,Wright,Other,45,1979-06-17,jameslopez@gibson-taylor.info,423-747-9682x9245,0,1708,5,1,2022-03-05,20,337.26
298,Suzanne,Alvarez,Male,31,1993-10-31,george47@valentine.org,755.255.0636x340,1,1533,4,0,2022-08-24,10,96.49
299,Jonathan,Payne,Other,51,1973-02-27,thompsonkeith@barry.org,001-182-074-1397,0,454,7,1,2024-10-09,38,127.01
300,Mark,Sanchez,Male,46,1978-03-26,pricebrian@yahoo.com,710-593-3790x28177,1,1457,5,1,2022-12-13,47,338.82
301,Ryan,Grant,Other,64,1960-08-04,jared93@miller.com,(986)756-4108,0,508,10,1,2024-08-02,18,118.04
302,Roger,Duran,Male,63,1961-09-28,leejennifer@gmail.com,(775)521-8799x3285,0,446,8,1,2024-12-09,31,449.58
303,Meagan,Brown,Male,55,1969-12-28,watkinscynthia@young.net,580.038.0277x06911,1,1416,7,0,2024-09-13,5,464.56
304,Bryan,Colon,Male,30,1994-07-22,alexanderkelli@gmail.com,001-804-996-7096,1,170,5,1,2020-12-16,38,176.98
305,Dwayne,Walker,Other,65,1960-02-04,amanning@gmail.com,001-792-434-9922x4553,0,321,10,1,2021-04-18,31,361.76
306,Robin,Johnson,Female,22,2002-06-06,shannon72@hudson-fields.com,001-222-614-6695x4812,0,120,5,0,2020-06-14,15,412.74
307,Sierra,Cain,Female,24,2000-12-31,rhondamason@campos-best.biz,(636)606-3174x405,0,1127,6,0,2020-11-15,35,258.95
308,Christina,Meyer,Other,41,1983-04-10,kari34@smith-gaines.com,+1-683-564-0516x622,0,696,7,0,2024-12-27,50,94.58
309,Heather,Hill,Female,66,1958-05-29,ikelly@gmail.com,+1-345-480-8680x90072,0,44,6,1,2023-03-21,29,341.75
310,Tammy,Vargas,Other,39,1986-02-20,madelinecarey@gmail.com,+1-563-680-1531x58727,0,116,8,0,2022-09-18,8,145.46
311,James,Jones,Female,35,1990-01-20,stevennolan@yahoo.com,050-246-0507x85633,0,1566,5,0,2020-04-02,24,277.53
312,Kelly,Nichols,Female,68,1957-02-21,mark22@hotmail.com,376.934.7739x980,0,208,1,1,2024-04-14,36,259.39
313,Rebecca,Sanchez,Female,31,1993-03-11,fsingleton@owen.com,209.502.9642x6598,0,1152,10,0,2022-11-22,21,438.4
314,Scott,Thomas,Female,66,1958-06-14,jared64@gmail.com,349-187-8328x67366,0,1244,10,1,2022-10-11,9,343.29
315,Tammy,Ray,Male,27,1997-08-17,kenneth74@gmail.com,877-421-0057x06022,1,1016,9,1,2021-11-09,19,244.75
316,Kathleen,Foster,Female,61,1963-05-02,russell71@davis.com,472.476.4733x58031,1,948,6,0,2020-04-14,10,415.79
317,Robin,Carpenter,Other,31,1993-07-06,wmartin@ruiz.com,001-499-862-9143x6817,0,518,10,1,2024-01-14,33,463.66
318,Michael,Arnold,Other,29,1995-08-13,hparks@gmail.com,+1-091-809-2483,1,466,6,0,2022-08-09,29,10.8
319,Christine,Palmer,Other,48,1976-04-12,raymond81@hotmail.com,(815)346-0888,1,753,3,0,2022-09-04,47,61.66
320,Douglas,Mcdowell,Female,69,1956-01-01,sowen@estrada.com,254-278-1467x177,0,885,5,0,2025-01-09,27,387.42
321,Willie,Moore,Female,47,1977-04-30,donaldjohnson@rodriguez.info,207-158-9538x5069,1,747,4,1,2024-07-01,39,145.31
322,Brian,Barnett,Other,42,1982-10-27,veronica87@gmail.com,001-458-205-9786,1,1090,4,1,2023-05-03,31,20.47
323,Stuart,Williams,Other,55,1969-10-22,rachel22@yahoo.com,425-707-9531,0,491,9,1,2023-11-23,30,490.13
324,Lisa,Erickson,Male,52,1972-05-28,nsmith@yahoo.com,084.745.1921x8954,0,1562,2,0,2020-01-10,14,156.29
325,Jean,Clark,Other,34,1990-11-17,uhumphrey@johnson-randall.biz,001-280-983-9611x5424,1,1306,9,0,2024-07-30,24,225.69
326,Sara,Stewart,Female,62,1962-10-31,valerie86@hotmail.com,498-790-5016,1,1215,5,1,2022-12-29,28,166.59
327,Mitchell,Morris,Female,54,1970-11-01,ggraham@gmail.com,(779)030-1070x82312,1,400,4,1,2021-06-13,10,421.83
328,Joshua,Solomon,Female,54,1970-05-31,adamslinda@gmail.com,+1-510-215-4638x19298,1,11,4,1,2021-11-26,26,122.31
329,Ryan,Barker,Other,41,1983-04-07,michael29@hotmail.com,(311)891-9285x60199,1,1200,10,0,2024-01-02,24,303.9
330,Courtney,Clark,Male,68,1956-02-28,drobinson@gmail.com,(293)564-6671x55846,1,469,2,1,2022-12-20,18,218.45
331,Johnny,Moore,Female,21,2003-02-27,stephen00@hotmail.com,8082106708,0,547,8,0,2020-07-07,1,369.82
332,Christopher,Carter,Male,40,1984-07-17,karen18@lee.info,+1-219-867-8730x693,1,510,10,1,2023-04-03,46,330.65
333,Richard,Lawrence,Other,60,1964-10-25,drakeandre@wagner.net,001-248-944-4231x3590,1,1740,7,1,2023-01-30,27,64.85
334,Brianna,Perry,Other,43,1982-01-27,jenniferthompson@freeman-white.com,001-642-324-3239,0,888,6,0,2023-10-17,40,106.18
335,Stephanie,Adams,Male,57,1967-11-17,michael47@heath-smith.com,090-413-6544,0,101,6,1,2021-01-01,22,343.92
336,James,Nelson,Female,24,2000-09-30,freemanelizabeth@hotmail.com,087.449.8326x66900,1,607,6,0,2020-07-13,31,162.93
337,Jill,Fox,Male,60,1964-10-01,angelamiller@smith.com,187.632.8975x3032,0,1520,6,0,2021-05-12,5,267.55
338,Krystal,Travis,Female,29,1995-08-11,trobbins@medina.com,076-760-4717,0,656,5,1,2022-07-19,11,240.68
339,Brenda,Reyes,Female,46,1978-08-21,shannonmoon@yahoo.com,+1-817-640-3279x30769,1,716,1,1,2023-03-31,15,214.2
340,Mark,Johnson,Male,59,1966-01-29,rchapman@gmail.com,711.431.3029,0,1812,6,1,2023-10-29,4,258.64
341,Wesley,Marquez,Female,69,1955-07-25,nkeller@frye.com,001-272-471-3816,0,535,2,1,2024-08-16,15,24.7
342,Mario,Jones,Male,19,2005-11-26,wardbenjamin@miller.biz,966-623-7604x47761,0,493,2,0,2025-02-12,38,447.12
343,Veronica,Bailey,Other,47,1977-05-26,andersonsarah@perez-spears.org,123-320-4207,0,974,1,0,2022-08-31,34,279.61
344,Kyle,Bennett,Other,28,1996-05-02,alan17@yahoo.com,0557839995,1,607,3,0,2023-07-24,3,319.3
345,Donald,Mitchell,Other,28,1997-01-10,hgonzalez@gmail.com,+1-296-472-8674x742,1,492,6,1,2022-10-11,40,405.39
346,Zoe,Boyd,Other,69,1955-09-28,jessicabradford@yahoo.com,502.559.9648x29940,0,1040,4,0,2021-11-05,1,235.7
347,Tyler,Campbell,Female,40,1984-06-29,kelsey38@gmail.com,(444)995-8036x173,0,611,10,1,2020-11-21,4,415.35
348,Kevin,Ellison,Male,37,1987-06-20,jessica69@richardson.org,707-736-1588,0,1737,9,1,2023-07-31,10,419.24
349,Stephen,Martinez,Female,36,1988-12-20,moorealexander@anderson.com,374-599-8268x07330,0,1555,4,0,2025-02-07,16,14.93
350,Nicholas,Torres,Female,21,2003-05-27,aadams@gmail.com,001-824-519-5258x962,1,1386,3,1,2022-11-06,49,302.41
351,Diana,Rodgers,Female,30,1994-08-16,collinstimothy@gmail.com,169-075-4200x79459,1,1035,10,1,2023-08-22,39,33.44
352,Michael,Mahoney,Other,18,2007-02-06,jlee@phillips.com,001-834-277-8855x790,0,844,10,0,2025-02-05,5,488.23
353,Scott,Chang,Female,34,1990-10-25,nguyenjerome@yahoo.com,540-802-4310,1,813,8,0,2022-06-20,27,148.66
354,Jeremy,Wilson,Female,48,1976-12-08,tnielsen@walters-miller.com,786.496.5995x263,1,569,8,1,2021-02-22,50,419.49
355,Chase,Duncan,Other,52,1972-06-16,tdavis@gmail.com,213-999-4756,0,590,7,0,2022-06-03,39,68.53
356,Jacqueline,Scott,Male,24,2000-08-03,bwilson@gmail.com,001-707-368-8720x6434,0,189,5,1,2022-01-03,33,215.9
357,Yolanda,Lewis,Male,60,1964-07-11,huertagloria@david.com,+1-788-629-1274,0,1047,3,0,2024-07-30,36,223.79
358,Joshua,Snow,Female,52,1972-12-16,jesse39@allen-ramirez.net,(331)858-9877,0,1535,3,1,2023-03-07,33,338.1
359,Patricia,Barnes,Male,57,1967-03-01,rfranco@mcclain-rice.com,243-846-1594x0028,0,172,3,0,2021-06-24,44,87.76
360,Jennifer,Richardson,Male,39,1985-12-19,hillkelsey@solomon-russell.info,2616968489,1,130,10,1,2025-01-21,42,350.85
361,Christian,Hunt,Male,55,1969-10-09,crystal48@smith.org,6317977974,0,1029,3,0,2024-05-03,13,456.67
362,Janice,James,Female,63,1961-12-16,wolfwilliam@yahoo.com,5949917974,0,765,9,1,2023-10-02,34,121.43
363,Raymond,Clark,Female,60,1965-01-28,andrew71@johnson.info,(774)765-0844x877,0,1509,6,0,2020-07-08,23,299.27
364,Victoria,Perez,Male,35,1989-04-16,jesus67@gonzalez-freeman.com,284-152-5499x265,1,1464,8,1,2022-06-18,33,26.3
365,Lindsey,Gray,Female,64,1960-04-18,dbecker@hotmail.com,085.088.5840x925,1,1498,2,0,2020-04-26,13,343.19
366,Jennifer,Hampton,Other,59,1965-12-27,olsenjonathan@owens.com,559.898.5736,0,1635,9,1,2022-03-03,24,183.99
367,Madison,Carr,Other,38,1986-07-13,gabriellataylor@yahoo.com,844-225-0160x27577,1,197,3,0,2021-12-21,38,323.91
368,Eric,Joseph,Other,30,1994-07-23,carriematthews@williams.net,268.442.0042x20755,1,772,4,0,2022-12-19,1,382.97
369,Robert,White,Female,18,2006-04-28,debra31@yahoo.com,025-840-2530x799,1,271,7,1,2023-07-24,26,206.71
370,Colleen,Miller,Male,19,2005-03-27,cpearson@hotmail.com,966.338.4861,1,804,10,0,2022-05-04,50,144.54
371,Chelsey,Franklin,Male,62,1962-02-26,joseph42@edwards.com,(792)398-9778x62516,0,969,3,1,2023-02-27,12,75.68
372,James,Barrett,Other,25,1999-11-29,dannymcmillan@price-clayton.com,4280467878,1,68,6,0,2021-04-29,46,19.6
373,Stephanie,Rodriguez,Female,36,1988-04-23,marcus41@gmail.com,001-575-707-8461x820,0,1746,4,0,2022-05-12,1,491.12
374,Ellen,Davis,Female,59,1965-08-15,jonessara@smith.biz,515.034.4217,1,1594,4,0,2024-05-21,22,18.4
375,Sara,Gomez,Female,26,1998-03-05,dwilliams@garcia.info,676-511-7099,1,94,9,0,2022-09-15,19,390.75
376,Lisa,Clay,Female,69,1955-05-06,scottgilmore@tanner.com,287.728.0925x00157,0,1644,8,0,2023-08-28,28,464.84
377,Anne,Chapman,Other,60,1964-03-26,melissa78@hotmail.com,9402768669,1,1817,10,1,2022-04-18,43,423.86
378,Eric,Hess,Other,51,1973-04-06,jarvismichael@collins.com,5741808280,1,1008,3,1,2023-10-20,40,214.05
379,Kelly,Jones,Female,68,1957-01-27,jeremy21@gmail.com,+1-042-481-8612,0,1063,1,1,2021-08-17,32,409.54
380,Anne,Saunders,Female,59,1965-05-06,gilesashley@schmidt.com,6891808339,0,1271,4,1,2022-11-01,24,360.1
381,Katherine,Lee,Male,54,1970-05-22,qdiaz@williams-harris.org,(678)135-3307x574,1,645,5,1,2022-10-04,5,172.48
382,Theresa,Reynolds,Male,47,1978-01-04,brianayoung@mason.com,+1-966-320-7785x0064,1,1388,6,0,2024-03-17,14,78.94
383,Kelly,Carroll,Male,62,1962-11-08,pamela93@richardson.com,496-223-2637x64218,1,905,5,1,2020-07-24,9,131.2
384,Laura,Williams,Other,45,1979-04-05,hunter61@hotmail.com,(205)743-8970,1,939,7,0,2024-03-30,1,282.78
385,Christopher,Coffey,Other,30,1994-11-09,stephanie88@adams.com,+1-118-307-0271x20749,1,1625,1,1,2020-10-03,44,491.62
386,Jeffrey,Johnson,Other,69,1955-06-30,davidadkins@franklin.com,001-639-929-0423x835,0,125,3,0,2020-02-21,26,149.38
387,James,Weiss,Other,20,2004-03-21,laurenmason@meyer.com,835.358.1946,0,602,5,1,2022-02-20,17,295.12
388,Larry,Diaz,Male,26,1998-04-29,john15@gmail.com,9109939040,1,881,1,0,2025-01-12,32,287.51
389,Caroline,Huber,Female,35,1989-03-14,christopherschultz@alvarez.com,600.991.7893x8999,0,583,10,0,2024-08-28,41,314.25
390,Rachel,Martinez,Other,39,1985-12-23,ortegarichard@campbell.com,(422)199-4907x1983,0,1764,3,0,2022-09-21,23,132.75
391,David,Martin,Other,63,1961-07-11,amartinez@phillips.com,+1-170-396-0816x824,1,1535,8,0,2023-07-22,28,65.45
392,Kristina,Orozco,Male,67,1958-01-30,daniel18@gmail.com,001-828-912-9344x46215,0,256,1,0,2025-02-05,12,19.37
393,Matthew,Lopez,Other,29,1995-10-25,johndavis@hodges.com,3973455848,1,1759,6,0,2020-06-09,1,214.51
394,Christian,Melendez,Other,64,1960-08-08,sharpnatalie@gmail.com,(667)224-8030x0922,0,1621,5,1,2020-04-24,38,32.34
395,Briana,Thomas,Female,21,2003-08-14,deanna56@clark-gardner.com,980.470.1669,0,1329,6,1,2021-08-04,23,276.84
396,James,Ramirez,Other,40,1985-01-15,yjohnson@savage.info,+1-463-139-2676x340,0,26,1,1,2021-09-21,16,386.49
397,Sharon,Strong,Male,65,1960-01-11,osingh@gmail.com,+1-909-500-8234x108,0,1573,1,1,2021-05-18,39,37.64
398,Tiffany,Thomas,Female,25,1999-07-13,michealbender@gmail.com,(309)938-3205x8088,1,1056,8,0,2021-08-15,30,280.82
399,Jonathan,Johnson,Female,65,1959-11-04,nwilson@thornton.net,(710)452-0384x33394,1,1010,9,0,2020-02-29,38,429.27
400,Robert,Simmons,Female,50,1974-10-29,cheryldavis@yahoo.com,(173)177-9351,1,291,3,0,2024-02-13,46,132.3
401,Jennifer,Levine,Other,42,1982-06-01,rfowler@garcia-hensley.biz,512.076.3214,1,364,1,0,2024-02-14,36,236.79
402,Kristin,Dodson,Other,23,2001-06-15,jennifer22@hotmail.com,080.982.4561x47997,0,408,7,1,2021-03-24,28,172.55
403,John,Williams,Male,57,1967-07-02,brownangela@gmail.com,001-168-962-4131x89200,1,1155,8,1,2024-04-28,33,88.83
404,David,Avila,Other,70,1955-01-23,deanpennington@gmail.com,(593)405-1930x43903,0,617,4,1,2024-07-06,45,18.07
405,Mary,Mitchell,Female,44,1980-08-21,jaredgarrison@yahoo.com,503.340.7563,1,1296,5,0,2022-10-29,12,157.1
406,Ronald,Lewis,Other,45,1979-09-21,sandrabowman@gmail.com,001-020-797-7271x6269,1,1312,5,0,2021-03-12,48,38.8
407,Brenda,Campbell,Other,64,1961-01-01,reyeschad@sosa.biz,365-944-8424,1,1513,2,1,2023-11-27,24,111.48
408,Tina,Schultz,Other,63,1961-12-07,eolson@hotmail.com,690.285.5465x6076,1,1063,8,0,2024-11-17,21,310.87
409,Amanda,Campbell,Female,38,1986-07-13,chaneyhunter@garrett-morris.com,682-078-3381x3249,1,306,5,0,2021-12-21,6,272.63
410,Jacqueline,Duncan,Other,62,1962-10-18,pkeller@smith.com,001-042-066-8361x341,0,1061,6,1,2023-09-21,13,240.26
411,Ryan,Simmons,Female,60,1964-12-28,floydchad@smith.net,706.520.3993,1,1149,7,1,2022-09-07,2,218.03
412,Curtis,Salazar,Other,53,1972-02-01,aaronstewart@gmail.com,(709)808-5912,0,489,6,1,2023-02-11,21,15.36
413,Sandra,Hernandez,Other,31,1993-03-29,kirsten32@baker.com,841.183.1445,0,649,9,0,2024-06-18,34,276.38
414,Erik,Pierce,Male,53,1971-05-14,swansonchristopher@yahoo.com,082.864.3550x9440,0,30,6,1,2024-08-18,20,100.75
415,David,Vaughan,Female,37,1987-05-18,hking@clark.com,(857)891-2606x6833,0,868,8,0,2021-06-30,48,499.91
416,Richard,Hall,Male,33,1991-05-26,haley59@gmail.com,699-114-5239x397,0,463,8,0,2023-02-16,33,426.48
