,invoice_no,category,item,quantity,price,location_id,customer_id,invoice_date,payment_id,payment_method,card_type,Unnamed: 3,shopping_mall,city,province_state,country,first_name,last_name,gender,age,dob,email,phone_number,is_churned,days_since_last_purchase,tenure,discount_used,last_purchase_date,purchase_frequency,avg_purchase_value
2336,102336,Skin Care,Moisturizer,4,12.62,32,187,2020-09-10,3,Credit Card - AMEX,AMEX,,International Plaza and Bay Street,Tampa,Florida,US,Peter,Owens,Other,62.0,1962-04-02,nblack@dougherty.biz,621-525-4567,0.0,972.0,6.0,0.0,2024-08-06,13.0,148.98
2337,102337,Skin Care,Moisturizer,3,62.61,2,308,2024-09-04,2,Credit Card - MasterCard,MasterCard,,The Galleria,Houston,Texas,US,Christina,Meyer,Other,41.0,1983-04-10,kari34@smith-gaines.com,+1-683-564-0516x622,0.0,696.0,7.0,0.0,2024-12-27,50.0,94.58
2338,102338,Body Care and Hygiene,Deodorant,3,8.38,54,294,2024-05-11,4,Debit Card - Visa,Visa,,Westfield Century City,Los Angeles,California,US,Marcus,Cain,Female,28.0,1996-07-12,ytaylor@robinson.com,(024)675-3162x3547,1.0,940.0,6.0,0.0,2024-12-19,37.0,183.56
2339,102339,Skin Care,Face Wash,4,42.76,38,441,2023-06-24,3,Credit Card - AMEX,AMEX,,The Shops at La Cantera,San Antonio,Texas,US,Willie,Wyatt,Other,25.0,2000-01-20,slewis@gmail.com,1162973455,1.0,374.0,7.0,1.0,2023-08-07,30.0,260.45
2340,102340,Skin Care,Lip Balm,2,14.53,10,85,2020-05-08,2,Credit Card - MasterCard,MasterCard,,South Coast Plaza,Costa Mesa,California,US,Wendy,Wagner,Other,41.0,1983-10-04,jesse47@hotmail.com,001-431-398-0343x458,0.0,606.0,1.0,1.0,2022-01-12,36.0,320.32
2341,102341,Body Care and Hygiene,Hand Sanitizer,3,11.91,18,334,2021-08-19,2,Credit Card - MasterCard,MasterCard,,Arndale Centre,Manchester,Greater Manchester,UK,Brianna,Perry,Other,43.0,1982-01-27,jenniferthompson@freeman-white.com,001-642-324-3239,0.0,888.0,6.0,0.0,2023-10-17,40.0,106.18
2342,102342,Body Care and Hygiene,Hand Sanitizer,2,29.0,46,443,2024-09-03,6,PayPal,,,Park Meadows,Lone Tree,Colorado,US,Nicholas,Allen,Other,25.0,1999-05-02,cbrown@page.com,393.005.7189x15735,0.0,993.0,7.0,1.0,2023-10-27,25.0,175.76
2343,102343,Hair Care,Conditioner,1,22.3,24,803,2023-05-23,6,PayPal,,,The Dubai Mall,Dubai,Dubai,UAE,Adam,Mccormick,Male,61.0,1963-07-12,lori68@yahoo.com,1356199086,1.0,1606.0,1.0,0.0,2021-06-29,15.0,455.52
2344,102344,Skin Care,Lip Balm,4,24.53,30,662,2020-08-24,10,Google Pay,,,Westfield San Francisco Centre,San Francisco,California,US,Mark,Murphy,Male,43.0,1981-07-29,matthew39@gmail.com,+1-035-085-4064x81571,0.0,968.0,1.0,1.0,2022-01-13,44.0,22.91
2345,102345,Hair Care,Hair Oil,1,39.84,42,316,2022-02-14,9,Apple Pay,,,Brookfield Place,New York,New York,US,Kathleen,Foster,Female,61.0,1963-05-02,russell71@davis.com,472.476.4733x58031,1.0,948.0,6.0,0.0,2020-04-14,10.0,415.79
2346,102346,Skin Care,Moisturizer,3,88.56,38,447,2023-03-17,10,Google Pay,,,The Shops at La Cantera,San Antonio,Texas,US,Joseph,Williams,Female,31.0,1993-04-21,karen09@hotmail.com,610-888-2035x275,1.0,7.0,5.0,1.0,2023-08-31,40.0,255.17
2347,102347,Skin Care,Moisturizer,2,55.36,19,875,2020-06-17,5,Debit Card - MasterCard,MasterCard,,Yorkdale Shopping Centre,Toronto,Ontario,Canada,Jason,Ingram,Female,57.0,1967-06-12,lschultz@richardson.net,3708297646,0.0,1111.0,5.0,1.0,2023-02-25,43.0,418.47
2348,102348,Hair Care,Shampoo,3,49.53,2,372,2024-07-10,7,Cash,,,The Galleria,Houston,Texas,US,James,Barrett,Other,25.0,1999-11-29,dannymcmillan@price-clayton.com,4280467878,1.0,68.0,6.0,0.0,2021-04-29,46.0,19.6
2349,102349,Body Care and Hygiene,Hand Sanitizer,3,29.18,30,833,2020-01-18,2,Credit Card - MasterCard,MasterCard,,Westfield San Francisco Centre,San Francisco,California,US,Laurie,Ortega,Other,55.0,1970-01-06,michelle94@mayer.org,5098457752,0.0,1157.0,1.0,1.0,2020-02-27,4.0,56.65
2350,102350,Body Care and Hygiene,Body Lotion,4,22.57,30,115,2022-04-30,6,PayPal,,,Westfield San Francisco Centre,San Francisco,California,US,Andrew,Burgess,Female,18.0,2006-07-02,bradleymegan@hotmail.com,944-853-2807,0.0,715.0,3.0,1.0,2020-04-16,10.0,484.48
2351,102351,Skin Care,Lip Balm,2,41.21,46,905,2023-05-03,6,PayPal,,,Park Meadows,Lone Tree,Colorado,US,Dawn,Gonzalez,Male,61.0,1963-07-01,debralynch@hotmail.com,278-107-5288x56344,0.0,594.0,6.0,1.0,2023-09-06,4.0,126.17
2352,102352,Hair Care,Conditioner,3,7.83,9,768,2022-07-07,4,Debit Card - Visa,Visa,,Bullring & Grand Central,Birmingham,West Midlands,UK,Douglas,Morris,Other,26.0,1998-03-03,moorejacob@gmail.com,001-686-641-6078x4593,0.0,1620.0,10.0,0.0,2024-06-20,28.0,405.82
2353,102353,Hair Care,Hair Oil,2,46.91,36,406,2021-04-23,4,Debit Card - Visa,Visa,,The Mall at Short Hills,Short Hills,New Jersey,US,Ronald,Lewis,Other,45.0,1979-09-21,sandrabowman@gmail.com,001-020-797-7271x6269,1.0,1312.0,5.0,0.0,2021-03-12,48.0,38.8
2354,102354,Hair Care,Shampoo,3,17.74,8,297,2020-12-20,3,Credit Card - AMEX,AMEX,,Bluewater Shopping Centre,Dartford,Kent,UK,Kimberly,Wright,Other,45.0,1979-06-17,jameslopez@gibson-taylor.info,423-747-9682x9245,0.0,1708.0,5.0,1.0,2022-03-05,20.0,337.26
2355,102355,Body Care and Hygiene,Hand Sanitizer,1,13.58,21,368,2021-09-14,6,PayPal,,,Fashion Show Mall,Las Vegas,Nevada,US,Eric,Joseph,Other,30.0,1994-07-23,carriematthews@williams.net,268.442.0042x20755,1.0,772.0,4.0,0.0,2022-12-19,1.0,382.97
2356,102356,Body Care and Hygiene,Hand Sanitizer,3,25.77,48,806,2024-08-06,2,Credit Card - MasterCard,MasterCard,,Santa Monica Place,Santa Monica,California,US,Chelsea,Klein,Female,24.0,2000-06-02,marcus80@hotmail.com,+1-698-784-9756x058,1.0,1807.0,5.0,0.0,2023-10-12,25.0,139.6
2357,102357,Body Care and Hygiene,Hand Sanitizer,3,24.1,36,550,2024-10-24,8,BNPL (Buy Now, Pay Later),,The Mall at Short Hills,Short Hills,New Jersey,US,Julie,Patterson,Male,64.0,1960-06-21,thomasholder@hotmail.com,001-112-828-1888x90376,1.0,987.0,7.0,1.0,2020-05-01,24.0,430.06
2358,102358,Skin Care,Sunscreen,2,74.0,25,760,2020-12-31,1,Credit Card - Visa,Visa,,Lenox Square,Atlanta,Georgia,US,Emily,Gonzalez,Other,56.0,1968-09-15,guyhardy@gmail.com,(129)513-9686,1.0,918.0,3.0,1.0,2023-09-23,13.0,268.5
2359,102359,Skin Care,Lip Balm,1,81.91,22,309,2021-05-28,10,Google Pay,,,Tysons Corner Center,McLean,Virginia,US,Heather,Hill,Female,66.0,1958-05-29,ikelly@gmail.com,+1-345-480-8680x90072,0.0,44.0,6.0,1.0,2023-03-21,29.0,341.75
2360,102360,Body Care and Hygiene,Deodorant,2,15.65,58,206,2022-09-11,4,Debit Card - Visa,Visa,,Town Center at Boca Raton,Boca Raton,Florida,US,Nicole,Salazar,Female,19.0,2005-11-23,susandixon@flores.com,(623)807-1059,1.0,1107.0,9.0,0.0,2023-03-21,47.0,354.9
2361,102361,Oral Care,Mouthwash,3,5.48,22,620,2022-04-19,3,Credit Card - AMEX,AMEX,,Tysons Corner Center,McLean,Virginia,US,Todd,Palmer,Other,70.0,1954-12-07,brewerlisa@hotmail.com,854.045.7324,0.0,1627.0,9.0,1.0,2023-12-20,33.0,142.15
2362,102362,Skin Care,Moisturizer,2,34.27,36,667,2021-05-14,3,Credit Card - AMEX,AMEX,,The Mall at Short Hills,Short Hills,New Jersey,US,Emily,Willis,Female,55.0,1969-05-18,martinezveronica@burke.info,412-549-1016x801,0.0,1020.0,7.0,1.0,2020-10-09,50.0,163.86
2363,102363,Skin Care,Moisturizer,2,51.31,50,515,2021-05-28,3,Credit Card - AMEX,AMEX,,The Summit,Birmingham,Alabama,US,Dale,Schwartz,Other,32.0,1992-06-17,ufuentes@yahoo.com,(462)708-1751x5189,0.0,802.0,1.0,0.0,2021-05-14,33.0,475.18
2364,102364,Skin Care,Sunscreen,3,56.16,24,597,2023-04-06,7,Cash,,,The Dubai Mall,Dubai,Dubai,UAE,Kimberly,Fischer,Female,49.0,1975-11-09,theresa04@rios.info,566-828-8551,1.0,662.0,9.0,1.0,2022-01-23,44.0,199.2
2365,102365,Skin Care,Lip Balm,3,55.85,45,623,2020-04-04,8,BNPL (Buy Now, Pay Later),,Westfield Annapolis,Annapolis,Maryland,US,Dawn,Frederick,Male,33.0,1991-08-03,ramirezdebra@gmail.com,9334721463,0.0,820.0,9.0,0.0,2023-08-23,45.0,448.22
2366,102366,Skin Care,Moisturizer,3,36.17,11,46,2024-09-05,7,Cash,,,Roosevelt Field,Garden City,New York,US,Michael,Clark,Female,70.0,1954-07-05,nbradley@yahoo.com,+1-455-798-6207x0477,0.0,1174.0,10.0,1.0,2021-12-05,36.0,340.74
2367,102367,Body Care and Hygiene,Deodorant,1,3.29,28,194,2024-01-15,10,Google Pay,,,Dolphin Mall,Miami,Florida,US,John,Johnson,Other,29.0,1995-05-10,rwilliams@wilson.com,+1-493-908-1918x71272,1.0,1215.0,2.0,1.0,2020-11-22,43.0,490.24
2368,102368,Body Care and Hygiene,Body Lotion,1,19.26,60,510,2024-03-01,9,Apple Pay,,,Stonebriar Centre,Frisco,Texas,US,Jennifer,Thompson,Male,26.0,1998-04-13,russellgabriel@brooks.com,001-345-036-9086,0.0,1551.0,1.0,0.0,2023-03-20,11.0,304.33
2369,102369,Body Care and Hygiene,Deodorant,1,26.54,19,588,2020-10-16,8,BNPL (Buy Now, Pay Later),,Yorkdale Shopping Centre,Toronto,Ontario,Canada,James,Lucas,Female,62.0,1962-07-16,eddie40@mitchell.com,(416)321-7884,0.0,1561.0,2.0,0.0,2023-09-25,48.0,337.25
2370,102370,Body Care and Hygiene,Hand Sanitizer,4,14.9,29,404,2021-01-27,5,Debit Card - MasterCard,MasterCard,,The Mall at Millenia,Orlando,Florida,US,David,Avila,Other,70.0,1955-01-23,deanpennington@gmail.com,(593)405-1930x43903,0.0,617.0,4.0,1.0,2024-07-06,45.0,18.07
2371,102371,Oral Care,Toothpaste,4,14.53,44,370,2023-05-26,6,PayPal,,,The Florida Mall,Orlando,Florida,US,Colleen,Miller,Male,19.0,2005-03-27,cpearson@hotmail.com,966.338.4861,1.0,804.0,10.0,0.0,2022-05-04,50.0,144.54
2372,102372,Oral Care,Mouthwash,4,5.54,56,238,2023-11-07,3,Credit Card - AMEX,AMEX,,The Mall in Columbia,Columbia,Maryland,US,Sydney,Mckinney,Female,61.0,1963-05-13,trevinojuan@gmail.com,202.659.4346,0.0,189.0,1.0,0.0,2025-02-03,21.0,123.46
2373,102373,Body Care and Hygiene,Hand Sanitizer,4,9.33,11,322,2022-10-11,4,Debit Card - Visa,Visa,,Roosevelt Field,Garden City,New York,US,Brian,Barnett,Other,42.0,1982-10-27,veronica87@gmail.com,001-458-205-9786,1.0,1090.0,4.0,1.0,2023-05-03,31.0,20.47
2374,102374,Body Care and Hygiene,Hand Sanitizer,2,15.18,43,126,2022-08-02,7,Cash,,,The Domain,Austin,Texas,US,April,Hunter,Female,40.0,1984-04-21,nichole55@gmail.com,(072)704-5492,1.0,589.0,3.0,1.0,2022-01-04,7.0,173.4
2375,102375,Body Care and Hygiene,Body Lotion,1,20.81,2,185,2024-09-02,6,PayPal,,,The Galleria,Houston,Texas,US,Nicholas,Johnston,Female,20.0,2004-08-24,matthewperry@yahoo.com,+1-405-386-9845x678,1.0,1689.0,9.0,0.0,2020-11-27,31.0,372.29
2376,102376,Skin Care,Face Wash,3,24.12,55,522,2023-03-14,6,PayPal,,,The Galleria at Fort Lauderdale,Fort Lauderdale,Florida,US,Nicole,Cannon,Other,27.0,1997-12-30,ojohnson@yahoo.com,(523)156-5845x60831,0.0,641.0,1.0,0.0,2024-01-05,10.0,257.0
2377,102377,Body Care and Hygiene,Body Lotion,2,18.9,60,204,2020-08-13,3,Credit Card - AMEX,AMEX,,Stonebriar Centre,Frisco,Texas,US,James,Cohen,Female,21.0,2003-03-01,nicholastorres@smith.com,063.704.8806x75503,1.0,1644.0,4.0,0.0,2021-01-25,50.0,290.52
2378,102378,Skin Care,Sunscreen,4,34.16,15,971,2022-05-23,4,Debit Card - Visa,Visa,,Meadowhall,Sheffield,South Yorkshire,UK,David,Richardson,Male,25.0,1999-06-26,kimberly43@yahoo.com,475-652-7374x0627,0.0,316.0,9.0,1.0,2021-04-08,44.0,145.63
2379,102379,Skin Care,Face Wash,4,55.51,19,800,2020-03-17,7,Cash,,,Yorkdale Shopping Centre,Toronto,Ontario,Canada,Andrew,Bird,Male,29.0,1996-01-17,anthony35@hotmail.com,+1-097-397-5746x29328,0.0,667.0,5.0,0.0,2023-04-04,28.0,280.08
2380,102380,Hair Care,Hair Oil,3,46.36,14,343,2022-11-15,7,Cash,,,Westfield Stratford City,London,England,UK,Veronica,Bailey,Other,47.0,1977-05-26,andersonsarah@perez-spears.org,123-320-4207,0.0,974.0,1.0,0.0,2022-08-31,34.0,279.61
2381,102381,Skin Care,Moisturizer,3,82.32,1,984,2020-03-15,10,Google Pay,,,Mall of America,Bloomington,Minnesota,US,Michele,Burton,Other,55.0,1969-09-21,frios@yahoo.com,(486)913-9676x6588,0.0,1530.0,9.0,1.0,2020-11-24,31.0,345.34
2382,102382,Skin Care,Sunscreen,1,31.22,12,824,2020-01-24,3,Credit Card - AMEX,AMEX,,Metrocentre,Gateshead,Tyne and Wear,UK,Melissa,Copeland,Male,43.0,1981-03-11,victor08@hotmail.com,+1-894-522-4886x1817,0.0,1072.0,5.0,0.0,2024-09-04,26.0,95.03
2383,102383,Skin Care,Sunscreen,3,40.18,30,260,2022-06-27,9,Apple Pay,,,Westfield San Francisco Centre,San Francisco,California,US,Margaret,Wood,Other,61.0,1963-11-12,gmack@green.com,+1-688-120-3260,1.0,970.0,1.0,1.0,2024-09-25,43.0,423.66
2384,102384,Hair Care,Conditioner,4,38.07,60,681,2023-08-31,6,PayPal,,,Stonebriar Centre,Frisco,Texas,US,Robert,Torres,Other,25.0,1999-05-16,ericjones@gmail.com,001-623-909-4877x764,1.0,1012.0,6.0,1.0,2023-04-27,13.0,74.69
2385,102385,Oral Care,Toothpaste,4,8.8,20,858,2024-05-17,9,Apple Pay,,,The Trafford Centre,Manchester,Greater Manchester,UK,Diana,Mclaughlin,Female,37.0,1987-11-15,destiny75@gmail.com,+1-044-593-3017x71186,0.0,169.0,4.0,0.0,2022-12-05,25.0,181.81
2386,102386,Oral Care,Mouthwash,4,14.2,5,451,2023-02-25,4,Debit Card - Visa,Visa,,King of Prussia Mall,Philadelphia,Pennsylvania,US,Adam,Copeland,Male,51.0,1974-02-23,jose80@gmail.com,+1-376-518-6317x247,0.0,979.0,7.0,1.0,2021-08-19,35.0,461.17
2387,102387,Oral Care,Toothpaste,1,9.68,19,829,2022-07-28,3,Credit Card - AMEX,AMEX,,Yorkdale Shopping Centre,Toronto,Ontario,Canada,Danielle,Ayala,Female,67.0,1957-05-13,nancyparks@tran-morris.info,278-514-1911,1.0,428.0,9.0,1.0,2020-03-28,35.0,304.53
2388,102388,Oral Care,Toothpaste,3,5.18,8,238,2020-10-07,9,Apple Pay,,,Bluewater Shopping Centre,Dartford,Kent,UK,Sydney,Mckinney,Female,61.0,1963-05-13,trevinojuan@gmail.com,202.659.4346,0.0,189.0,1.0,0.0,2025-02-03,21.0,123.46
2389,102389,Skin Care,Moisturizer,2,18.86,30,502,2024-12-22,9,Apple Pay,,,Westfield San Francisco Centre,San Francisco,California,US,Morgan,Weaver,Other,62.0,1962-10-01,karenmyers@gmail.com,0453305345,1.0,1595.0,10.0,1.0,2022-03-25,50.0,396.78
2390,102390,Body Care and Hygiene,Deodorant,4,19.03,32,788,2020-03-16,10,Google Pay,,,International Plaza and Bay Street,Tampa,Florida,US,Rachel,Hernandez,Female,65.0,1960-01-24,barnesalejandra@wood-lopez.com,001-239-591-9000x2320,1.0,1447.0,9.0,0.0,2023-10-26,16.0,210.32
2391,102391,Skin Care,Face Wash,2,86.0,27,47,2025-01-15,5,Debit Card - MasterCard,MasterCard,,Oakbrook Center,Oak Brook,Illinois,US,Wendy,Wong,Other,62.0,1962-07-15,mjimenez@hotmail.com,879-890-6768x702,1.0,222.0,10.0,1.0,2020-03-11,4.0,201.16
2392,102392,Hair Care,Hair Oil,4,41.65,47,414,2024-07-07,6,PayPal,,,The Americana at Brand,Glendale,California,US,Erik,Pierce,Male,53.0,1971-05-14,swansonchristopher@yahoo.com,082.864.3550x9440,0.0,30.0,6.0,1.0,2024-08-18,20.0,100.75
2393,102393,Skin Care,Face Wash,1,28.57,42,22,2020-02-03,1,Credit Card - Visa,Visa,,Brookfield Place,New York,New York,US,Andrew,Walters,Male,65.0,1959-08-29,ycrane@beltran.org,107.441.8478x7750,1.0,484.0,10.0,1.0,2022-10-04,16.0,484.66
2394,102394,Oral Care,Toothpaste,1,17.48,56,994,2021-10-28,7,Cash,,,The Mall in Columbia,Columbia,Maryland,US,Steven,Green,Male,40.0,1984-06-09,mitchelldavid@hall.org,001-357-707-0073x6366,1.0,559.0,5.0,1.0,2024-11-28,25.0,389.66
2395,102395,Skin Care,Lip Balm,4,18.16,14,9,2024-01-18,4,Debit Card - Visa,Visa,,Westfield Stratford City,London,England,UK,Ernest,Holland,Female,58.0,1966-06-25,elizabeth80@yahoo.com,(213)514-4660,0.0,457.0,5.0,0.0,2021-05-28,24.0,407.68
2396,102396,Hair Care,Shampoo,4,33.98,23,510,2022-01-06,5,Debit Card - MasterCard,MasterCard,,Palisades Center,West Nyack,New York,US,Jennifer,Thompson,Male,26.0,1998-04-13,russellgabriel@brooks.com,001-345-036-9086,0.0,1551.0,1.0,0.0,2023-03-20,11.0,304.33
2397,102397,Oral Care,Toothpaste,3,14.52,28,974,2022-10-10,3,Credit Card - AMEX,AMEX,,Dolphin Mall,Miami,Florida,US,Joshua,Hoffman,Other,22.0,2003-01-13,wernerjohn@cook.com,542-359-9876,1.0,1451.0,1.0,1.0,2023-12-10,6.0,156.51
2398,102398,Body Care and Hygiene,Hand Sanitizer,1,5.69,54,284,2023-09-07,9,Apple Pay,,,Westfield Century City,Los Angeles,California,US,Brandon,Estrada,Female,50.0,1975-02-07,debrahill@gmail.com,610.205.2745x1136,1.0,902.0,6.0,0.0,2020-04-20,15.0,294.99
2399,102399,Hair Care,Conditioner,4,9.84,15,400,2023-11-24,10,Google Pay,,,Meadowhall,Sheffield,South Yorkshire,UK,Robert,Simmons,Female,50.0,1974-10-29,cheryldavis@yahoo.com,(173)177-9351,1.0,291.0,3.0,0.0,2024-02-13,46.0,132.3
2400,102400,Skin Care,Sunscreen,1,61.98,11,801,2023-08-10,5,Debit Card - MasterCard,MasterCard,,Roosevelt Field,Garden City,New York,US,Steven,Austin,Other,65.0,1960-01-03,reginaldortiz@gmail.com,001-772-791-7530x8097,0.0,326.0,7.0,1.0,2023-01-03,24.0,478.83
2401,102401,Skin Care,Lip Balm,1,51.73,10,613,2025-01-12,4,Debit Card - Visa,Visa,,South Coast Plaza,Costa Mesa,California,US,Christopher,Le,Female,29.0,1995-02-27,gregoryjohnson@hotmail.com,005.405.3881,0.0,467.0,1.0,0.0,2020-02-19,18.0,8.38
2402,102402,Skin Care,Face Wash,3,89.59,42,449,2022-12-03,10,Google Pay,,,Brookfield Place,New York,New York,US,Fred,Cummings,Female,39.0,1985-10-30,fosborn@gmail.com,(765)476-2823,1.0,797.0,2.0,0.0,2023-05-21,6.0,300.41
2403,102403,Body Care and Hygiene,Deodorant,4,21.93,11,438,2024-05-27,6,PayPal,,,Roosevelt Field,Garden City,New York,US,Anthony,Scott,Other,20.0,2004-06-18,brownamanda@bray-harper.com,+1-872-431-2805x77292,0.0,1199.0,8.0,0.0,2023-04-23,1.0,362.73
2404,102404,Oral Care,Toothpaste,2,11.01,19,622,2021-10-09,2,Credit Card - MasterCard,MasterCard,,Yorkdale Shopping Centre,Toronto,Ontario,Canada,Michele,Yu,Female,70.0,1955-01-28,chris22@yahoo.com,+1-577-326-4843,0.0,1173.0,4.0,0.0,2024-06-21,37.0,401.79
2405,102405,Body Care and Hygiene,Hand Sanitizer,1,14.6,48,497,2023-04-30,6,PayPal,,,Santa Monica Place,Santa Monica,California,US,Dominic,Jones,Female,57.0,1967-06-18,christian23@yahoo.com,001-045-255-6910x03120,1.0,699.0,9.0,1.0,2022-03-10,48.0,443.63
2406,102406,Body Care and Hygiene,Hand Sanitizer,4,16.86,42,741,2022-11-16,2,Credit Card - MasterCard,MasterCard,,Brookfield Place,New York,New York,US,Joel,Doyle,Male,40.0,1984-05-02,danielle05@sexton.com,091.248.6057x9803,0.0,98.0,1.0,1.0,2023-12-25,44.0,278.19
2407,102407,Body Care and Hygiene,Hand Sanitizer,2,22.18,10,241,2021-07-12,5,Debit Card - MasterCard,MasterCard,,South Coast Plaza,Costa Mesa,California,US,Victoria,Campbell,Other,59.0,1966-02-02,christine88@duncan.biz,001-831-568-3059x4491,0.0,598.0,6.0,0.0,2024-03-16,6.0,34.24
2408,102408,Body Care and Hygiene,Hand Sanitizer,4,9.75,51,563,2024-02-11,3,Credit Card - AMEX,AMEX,,CambridgeSide,Cambridge,Massachusetts,US,Daniel,Macias,Female,56.0,1969-01-05,juan22@gmail.com,(234)978-6206x545,0.0,725.0,4.0,0.0,2021-03-13,30.0,441.51
2409,102409,Hair Care,Shampoo,4,17.21,40,756,2024-12-24,1,Credit Card - Visa,Visa,,Perimeter Mall,Atlanta,Georgia,US,Brittany,May,Male,33.0,1991-12-17,npotter@nixon-hall.biz,001-909-630-8015x28919,0.0,1125.0,10.0,1.0,2022-07-15,16.0,18.4
2410,102410,Body Care and Hygiene,Body Lotion,3,25.06,7,198,2024-09-11,5,Debit Card - MasterCard,MasterCard,,West Edmonton Mall,Edmonton,Alberta,Canada,David,Hess,Other,25.0,2000-01-16,garrisondaniel@gmail.com,681.307.8452x260,1.0,1214.0,10.0,0.0,2022-01-11,28.0,358.3
2411,102411,Skin Care,Sunscreen,1,86.95,21,781,2023-08-29,8,BNPL (Buy Now, Pay Later),,Fashion Show Mall,Las Vegas,Nevada,US,James,Montgomery,Female,56.0,1968-05-07,johnparker@hotmail.com,(612)576-4311,0.0,51.0,5.0,1.0,2024-01-23,12.0,379.59
2412,102412,Hair Care,Hair Oil,3,38.58,39,765,2024-09-15,6,PayPal,,,Scottsdale Fashion Square,Scottsdale,Arizona,US,Lauren,Robinson,Female,46.0,1978-08-08,james47@yahoo.com,001-207-535-4256x303,1.0,538.0,3.0,1.0,2024-04-02,43.0,287.16
2413,102413,Oral Care,Mouthwash,4,3.51,11,75,2021-12-15,9,Apple Pay,,,Roosevelt Field,Garden City,New York,US,Thomas,Franklin,Other,33.0,1991-09-20,tonystafford@yahoo.com,001-521-039-7313x0931,1.0,991.0,8.0,1.0,2020-02-14,16.0,474.93
2414,102414,Skin Care,Moisturizer,1,53.2,23,368,2022-06-11,7,Cash,,,Palisades Center,West Nyack,New York,US,Eric,Joseph,Other,30.0,1994-07-23,carriematthews@williams.net,268.442.0042x20755,1.0,772.0,4.0,0.0,2022-12-19,1.0,382.97
2415,102415,Hair Care,Shampoo,3,25.08,16,299,2021-04-29,6,PayPal,,,The Oracle,Reading,Berkshire,UK,Jonathan,Payne,Other,51.0,1973-02-27,thompsonkeith@barry.org,001-182-074-1397,0.0,454.0,7.0,1.0,2024-10-09,38.0,127.01
2416,102416,Skin Care,Lip Balm,1,22.82,27,555,2020-07-15,4,Debit Card - Visa,Visa,,Oakbrook Center,Oak Brook,Illinois,US,Jessica,Parsons,Male,40.0,1984-04-06,wellsbrittany@rivera.net,634-367-3675x55528,1.0,587.0,8.0,0.0,2021-04-26,40.0,400.8
2417,102417,Hair Care,Hair Oil,2,35.3,9,658,2021-07-07,9,Apple Pay,,,Bullring & Grand Central,Birmingham,West Midlands,UK,Johnny,Williams,Male,22.0,2002-04-27,leejeffrey@hotmail.com,001-656-821-3831x420,0.0,1091.0,2.0,1.0,2022-04-21,9.0,329.41
2418,102418,Skin Care,Lip Balm,1,12.84,7,131,2024-05-10,8,BNPL (Buy Now, Pay Later),,West Edmonton Mall,Edmonton,Alberta,Canada,Daniel,Gomez,Female,56.0,1969-01-12,corey39@yahoo.com,001-327-959-4060x7237,0.0,176.0,3.0,0.0,2021-01-01,11.0,323.96
2419,102419,Skin Care,Face Wash,2,26.95,39,887,2020-08-06,8,BNPL (Buy Now, Pay Later),,Scottsdale Fashion Square,Scottsdale,Arizona,US,Jeremy,White,Male,70.0,1954-06-02,donnagibson@williams.com,309-558-2972,1.0,1075.0,4.0,0.0,2021-11-26,10.0,78.52
2420,102420,Body Care and Hygiene,Hand Sanitizer,2,3.76,55,379,2022-06-20,3,Credit Card - AMEX,AMEX,,The Galleria at Fort Lauderdale,Fort Lauderdale,Florida,US,Kelly,Jones,Female,68.0,1957-01-27,jeremy21@gmail.com,+1-042-481-8612,0.0,1063.0,1.0,1.0,2021-08-17,32.0,409.54
2421,102421,Skin Care,Face Wash,1,90.03,28,247,2023-01-16,8,BNPL (Buy Now, Pay Later),,Dolphin Mall,Miami,Florida,US,Loretta,Hinton,Other,22.0,2002-03-12,paulvance@baker.org,+1-516-565-6969x0822,0.0,991.0,6.0,1.0,2021-03-30,42.0,297.96
2422,102422,Oral Care,Mouthwash,3,9.01,36,967,2021-06-01,7,Cash,,,The Mall at Short Hills,Short Hills,New Jersey,US,Dustin,Fitzgerald,Male,62.0,1962-04-26,briannarobertson@maldonado-lewis.biz,001-547-109-7403,1.0,1098.0,9.0,1.0,2024-07-07,32.0,176.2
2423,102423,Oral Care,Mouthwash,4,7.72,36,840,2024-06-14,1,Credit Card - Visa,Visa,,The Mall at Short Hills,Short Hills,New Jersey,US,Valerie,Perez,Other,54.0,1970-12-13,millerjacqueline@shannon.com,001-505-449-4925x6246,1.0,1018.0,9.0,1.0,2022-01-22,40.0,138.17
2424,102424,Body Care and Hygiene,Body Lotion,3,23.78,57,874,2023-05-03,1,Credit Card - Visa,Visa,,The Gardens Mall,Palm Beach Gardens,Florida,US,Tammy,Williams,Male,49.0,1975-11-17,shannon05@hotmail.com,001-400-212-2559x8633,0.0,1150.0,5.0,0.0,2020-11-29,18.0,328.61
2425,102425,Oral Care,Mouthwash,1,19.29,36,242,2024-06-01,6,PayPal,,,The Mall at Short Hills,Short Hills,New Jersey,US,Lawrence,Nixon,Other,58.0,1966-10-12,lmoreno@hotmail.com,(157)403-1633,1.0,1693.0,9.0,1.0,2023-12-16,11.0,285.01
2426,102426,Skin Care,Moisturizer,3,79.72,16,316,2021-01-30,5,Debit Card - MasterCard,MasterCard,,The Oracle,Reading,Berkshire,UK,Kathleen,Foster,Female,61.0,1963-05-02,russell71@davis.com,472.476.4733x58031,1.0,948.0,6.0,0.0,2020-04-14,10.0,415.79
